x,y,sensor10_0,sensor11_0,sensor12_0,sensor20_0,sensor21_0,sensor22_0,sensor30_0,sensor31_0,sensor32_0,sensor40_0,sensor41_0,sensor42_0
2,8.5,-69.35919569,-67.64321112,-64.47534454,-66.3996293,-73.78119405,-76.42790319,-81.8242229,-79.20595254,-78.75707925,-81.79998898,-68.65101593,-74.89221665
4.5,4,-66.87601568,-65.39960534,-71.46361403,-77.40017552,-73.93209301,-79.52567971,-82.20300079,-79.49878526,-78.34073305,-75.96238185,-70.28735632,-76.31507022
4.5,4.5,-66.75256357,-65.64402619,-71.79677509,-77.40017552,-73.93209301,-79.52567971,-82.20300079,-79.49878526,-78.34073305,-75.96238185,-70.28735632,-76.31507022
3,9,-68.80217281,-66.40203276,-64.79847915,-67.16386786,-73.74551173,-76.96435322,-81.08934447,-77.6985254,-79.53739389,-80.83993872,-67.65101593,-75.20600424
3,9.5,-68.80073859,-68.35837825,-65.44520541,-69.39962674,-71.7806064,-76.48652022,-81.96897999,-75.81525912,-79.69122754,-80.11234975,-68.35739941,-76.19191559
14,18,-83.62498617,-87.07778227,-77.73494723,-69.65777909,-77.71611695,-79.16413308,-75.0576925,-58.38924839,-76.86930216,-79.64360012,-73.04571882,-85.13048375
3.5,8,-66.355287,-66.12031387,-65.71805216,-63.40649648,-75.890368,-76.99368876,-83.09882912,-79.43574593,-78.14997777,-78.19939306,-69.69355213,-75.21754307
3.5,8.5,-66.61982028,-65.35191644,-65.94954883,-63.50375207,-74.2971785,-74.71401589,-80.38808625,-75.64679467,-78.31367034,-81.21991893,-69.20547753,-74.20022152
14.5,17.5,-78.03745374,-85.29030128,-74.84278165,-69.09938113,-75.56708862,-82.22656073,-81.30830159,-64.70706523,-71.69696721,-86.0701491,-79.65815486,-83.79834783
14.5,17,-79.75073474,-83.45732173,-76.04830186,-70.76687356,-76.31495633,-79.42677601,-76.44755435,-65.06626672,-74.29705636,-83.25280844,-75.45593606,-82.02136159
15.5,18,-74.2248679,-87.55803034,-72.2359216,-72.29552032,-72.04926537,-86.96296861,-84.21560999,-70.56307411,-82.36663059,-59.52842571,-85.62975831,-83.37361273
7.5,14,-70.5915499,-76.97909711,-78.49632801,-63.00097164,-69.99203138,-65.52291266,-74.11045335,-67.28506307,-71.89282159,-79.37677267,-75.34041283,-77.50451564
7.5,14.5,-71.01582566,-77.68534528,-79.25672677,-63.95630862,-69.99464902,-64.16083368,-74.1909186,-68.56292209,-72.17842953,-78.2204439,-74.41617918,-76.54145333
0.5,11.5,-75.71592131,-75.79530444,-66.9344961,-73.62682979,-72.30438106,-65.83989288,-83.91718522,-81.1673913,-79.50689319,-80.6060456,-72.32612951,-82.65188477
0.5,11,-75.03488037,-77.93749729,-66.57519717,-73.94597679,-74.41908175,-67.06741878,-83.28362158,-81.98254086,-78.92743831,-81.79221311,-69.14238863,-81.29958962
17,6,-81.49357021,-80.47605531,-80.78584564,-78.56787023,-79.52239256,-78.79433879,-77.72068814,-78.37578479,-73.05858086,-72.2,-53.39709441,-71.56590338
17,6.5,-81.09473034,-81.44717226,-80.91554204,-78.5602526,-78.08634747,-79.96537943,-76.60473319,-76.94209772,-70.41341731,-70.09874412,-50.5082691,-73.82081353
18.5,0,-80.49152797,-83.14332218,-76.25298528,-82.43611081,-76.3831365,-75.48318788,-79.07596842,-77.67262618,-80.02120013,-78.47979166,-73.04919572,-74.28161275
18.5,0.5,-80.74677841,-83.52949985,-75.58344904,-81.77466898,-76.76638335,-75.25826741,-77.9583531,-77.77574642,-79.17531301,-77.04820891,-70.72075293,-71.93585113
21,12,-80.49099852,-82.54978367,-75.44859812,-81.53495609,-81.60304565,-80.09920757,-76.48405524,-73.36835821,-73.48741344,-79.4960156,-70.82895752,-79.37979485
21,12.5,-80.83259095,-82.29779744,-76.25099505,-80.81145834,-81.29599348,-80.09920757,-76.31359806,-73.35754307,-72.5533656,-79.33982779,-70.89825425,-79.38532567
19.5,1,-85.15572014,-81.90477317,-75.1805909,-84.86049855,-81.78984704,-82.04860295,-79.32645312,-81.25801489,-80.7014971,-75.00843069,-73.33604336,-75.71704561
19.5,1.5,-79.7839257,-82.8105902,-74.17774085,-80.26028766,-79.03168334,-77.52023479,-81.29542205,-78.99793505,-81.32012538,-75.41774763,-72.36477598,-75.78018978
10,2,-76.76372747,-73.66672144,-74.0812048,-79.73505284,-83.54115923,-74.28345809,-78.62441394,-76.72937779,-80.48371294,-64.83899937,-64.61363165,-66.14996197
10,2.5,-75.48176279,-74.05656228,-73.51879045,-77.76533802,-81.46586983,-73.95666907,-78.59288937,-76.35341302,-79.17546675,-65.12672467,-64.78215023,-67.49071073
13,13,-71.1803496,-81.87662627,-75.59366889,-75.2703692,-74.06327335,-70.99011143,-61.38029386,-63.13048653,-69.27692198,-76.49181494,-63.35218412,-80.8841151
13,13.5,-72.35181976,-82.16191503,-76.23167317,-74.00865866,-73.90186178,-71.93168774,-61.38029386,-62.79733406,-68.60865888,-77.1529966,-65.03569236,-80.98979174
16,18,-80.89802905,-84.17494855,-75.17075265,-70.91535476,-76.22654525,-84.80995638,-84.29289708,-70.31452198,-74.76479598,-84.81171162,-83.35007383,-82.9048001
16.5,7.5,-75.92061201,-78.84223122,-78.71487048,-81.10809791,-76.7377895,-80.49668973,-74.02089338,-72.53151925,-67.91577872,-68.74593195,-63.8126283,-74.87788348
14.5,7,-77.0599971,-80.56517256,-79.86617849,-80.28954226,-76.77883424,-81.0615652,-73.51745411,-74.83671233,-69.08717306,-67.34539055,-67.19636031,-76.89934254
14.5,7.5,-73.08579888,-76.53328189,-76.9217748,-77.1552699,-75.51410938,-78.47669073,-72.72527158,-74.0218067,-67.37477501,-67.85608347,-63.79439895,-76.26765628
5,8,-62.35086182,-67.8413266,-68.06160896,-62.22021088,-73.24742497,-71.67561506,-83.83002447,-72.50758546,-76.0703723,-77.20620518,-73.06849844,-74.98187508
5,8.5,-62.68507157,-67.17991794,-68.34595372,-62.21098394,-72.02108293,-70.65011425,-82.02404501,-70.42610672,-76.06782294,-79.20446533,-72.59530387,-73.96918643
9,15.5,-72.68656219,-79.31227805,-80.49009848,-66.73690104,-70.36154896,-64.20712361,-74.39560079,-67.8706314,-72.91047664,-77.98938288,-73.89988504,-77.95849432
9,15,-72.68656219,-79.31227805,-80.49009848,-66.73690104,-70.36154896,-64.20712361,-74.39560079,-67.8706314,-72.91047664,-77.98938288,-73.89988504,-77.95849432
15.5,8.5,-74.57561357,-79.24479043,-80.23634812,-75.60715602,-84.06661089,-82.56714242,-72.12134376,-76.64731754,-69.12120383,-68.4745642,-57.20057987,-78.18734636
15.5,8,-75.03857878,-79.64165508,-80.2337515,-76.86467024,-82.64946055,-82.1194931,-72.44118123,-75.96009762,-68.65379114,-68.36096902,-58.86181675,-77.85095814
7.5,4,-67.03253883,-63.69399312,-72.61004775,-77.62923724,-83.12656617,-75.49935897,-81.21238337,-76.71698373,-75.46976208,-75.83050622,-67.29148953,-70.46304468
7.5,4.5,-65.02636054,-65.87085187,-72.36973103,-76.28784095,-82.75789404,-75.42435897,-79.59579922,-75.39083495,-76.26772547,-75.85182001,-66.29453747,-71.46639519
6,9,-63.89111803,-67.33469986,-69.310068,-64.53059519,-72.62231908,-68.68703278,-83.54029407,-69.38109504,-75.11725376,-80.20490713,-72.31046709,-73.79815361
6,9.5,-64.52091245,-69.02831568,-69.46565573,-59.73648089,-70.96937145,-68.59658631,-80.77435929,-69.48307184,-75.42672023,-78.54785212,-72.24302429,-75.60624798
18.5,13,-81.5526667,-78.00112407,-77.22447859,-76.3461707,-82.69373593,-80.12700688,-72.29720479,-70.84045582,-72.32040355,-76.99179055,-75.7113271,-77.16855498
18.5,13.5,-80.68539036,-78.22583279,-76.56165351,-76.15415265,-81.78520281,-79.98352993,-71.96101182,-72.19397942,-73.86896154,-75.94674745,-76.3872201,-77.08270047
2,11,-70.20691042,-75.86925764,-66.85553032,-77.10167631,-68.13543234,-72.31458075,-83.918608,-73.52981514,-79.67801934,-78.85718387,-69.79283357,-79.22161509
2,11.5,-69.72353725,-73.97175214,-67.51421165,-77.16518001,-65.48786574,-71.62358508,-84.56801841,-71.58214773,-80.51899573,-77.21893916,-72.94417287,-80.44036908
10.5,14,-75.49853035,-76.54285868,-77.68010058,-67.6277634,-74.03200258,-68.51997154,-71.51670466,-65.64984552,-72.60967648,-81.76409194,-69.97708744,-75.40264213
10.5,14.5,-74.74731925,-77.87817798,-78.82334232,-67.46563577,-72.83388013,-68.24670152,-72.43079797,-65.02543914,-73.26969755,-81.55253962,-72.06954527,-77.91116869
2.5,10,-68.70563026,-70.35866369,-65.83907861,-71.83209085,-70.31252011,-75.78132287,-82.74801012,-74.17845662,-79.73239762,-79.42262471,-68.91343535,-76.75715027
2.5,10.5,-68.70361566,-72.95163715,-66.65988512,-75.08318959,-67.88010268,-74.93910336,-83.77313273,-72.12111369,-79.88623126,-78.51957928,-69.61981883,-77.75715027
1,15,-76.36822819,-73.32211295,-76.9136588,-77.00153199,-68.27880774,-67.61299816,-83.29731105,-77.21975457,-78.498175,-82.52074504,-77.30234777,-76.96675924
1,15.5,-76.37866261,-73.32625289,-76.9136588,-76.76010278,-67.98014624,-67.68371192,-83.10574121,-77.21975457,-78.57357611,-82.52074504,-77.30234777,-76.70573029
3.5,11,-66.72592921,-73.74604136,-68.95393613,-74.14690644,-66.16256091,-72.97217633,-86.21641461,-73.92398285,-81.78611819,-78.44440632,-71.52880091,-79.06013015
3.5,11.5,-68.67197884,-75.94654993,-68.17837175,-77.17685265,-67.02520161,-70.76206544,-81.91491808,-72.31090991,-78.89443737,-79.2631628,-72.45376124,-76.5446573
21,2,-81.17557634,-81.89999978,-73.86196404,-81.05012638,-81.43014419,-80.68418486,-82.93233651,-80.96006034,-83.17836524,-74.35519952,-73.65481811,-78.41821383
21,2.5,-80.84111545,-80.35788576,-73.52255868,-80.57398766,-81.18017413,-79.81116643,-82.69766163,-79.69951623,-82.28106034,-73.42545791,-72.6602773,-76.49340399
13,3,-72.64331971,-74.39684247,-71.93650244,-77.68762905,-74.77182867,-75.62220134,-82.41435576,-80.47676516,-76.62780269,-59.68943978,-66.17736217,-65.72031105
13,3.5,-72.06319882,-73.98432127,-71.77800259,-77.44976565,-74.57811967,-76.67982514,-82.52872824,-79.88600469,-74.92207113,-58.59492162,-65.09044765,-67.25175529
16,8,-75.26432184,-79.63429534,-80.2337515,-77.07714594,-82.17385796,-82.11790517,-72.44118123,-75.71838769,-68.45526511,-68.36096902,-59.1878797,-77.53970379
16,8.5,-74.91924871,-79.43935072,-80.2352028,-76.50115351,-83.06844078,-82.55404198,-72.16926341,-76.25456783,-68.78823529,-68.4745642,-58.18575934,-77.85347976
17,9,-74.65178173,-77.72089283,-78.40212422,-78.94945597,-79.1564545,-81.04379517,-73.05266568,-73.30325736,-69.9129127,-70.09506695,-60.8546143,-75.43025809
17,9.5,-75.12667979,-78.42929417,-77.26813113,-79.73766769,-75.770142,-77.36995442,-72.32376851,-71.32626094,-67.46176701,-70.26999199,-64.85059461,-72.66166909
9,5,-70.8675391,-67.62754121,-73.27682942,-74.64608346,-81.22431772,-76.36000548,-80.65909874,-76.70200925,-74.38237937,-73.79539699,-66.54519566,-70.57793395
9,5.5,-66.93938986,-71.37130257,-70.01758108,-70.36756784,-79.28831517,-73.19408556,-80.75796509,-73.60811141,-74.90444543,-69.25792114,-67.08638239,-70.95760626
17.5,8,-78.97721394,-79.10109959,-78.83705706,-80.28193945,-76.10747542,-79.54161213,-75.9311341,-74.40391261,-71.08037781,-71.21811285,-54.18517505,-72.56960081
17.5,8.5,-74.6976687,-77.57912393,-77.54995438,-80.29461145,-77.38998517,-80.26552316,-73.06723376,-72.17493385,-70.17390567,-70.28367268,-62.18326039,-74.5266588
9.5,3,-72.07423151,-71.28594373,-73.41207039,-78.73400258,-82.75540099,-74.52919218,-78.29030684,-75.74476469,-79.24847353,-68.49083961,-65.23694719,-68.15241333
9.5,3.5,-72.95627413,-67.14291621,-72.00289864,-74.08199506,-79.09281701,-75.07529546,-84.4369105,-78.60980101,-72.73662974,-69.29843732,-68.08201135,-69.65937807
12,15,-77.71398064,-80.22003544,-80.65485287,-69.29388807,-72.66646365,-74.76083351,-67.26330787,-65.46025746,-68.7782646,-79.18217299,-73.96025906,-81.39508041
12,15.5,-77.95306726,-80.22003544,-80.65485287,-69.29388807,-72.66646365,-74.94113722,-67.10320064,-65.46025746,-68.76354977,-79.17145367,-73.96025906,-81.39508041
4,11,-65.73859993,-73.26832966,-69.95152819,-71.60560038,-66.27474421,-72.1548917,-86.88032068,-75.80793049,-82.82275549,-79.21666478,-72.19345016,-79.12217045
4,11.5,-67.41117647,-75.25860519,-74.01653932,-71.11784513,-64.96946376,-68.71950879,-85.14209197,-78.27846611,-81.2566379,-82.16069177,-76.22142509,-80.59210318
10.5,4,-73.82148936,-73.03493005,-73.03522885,-73.28594979,-77.79799487,-74.98450684,-81.59288937,-78.30596217,-74.06859206,-66.69216596,-65.71140212,-70.72289337
10.5,4.5,-74.04799383,-72.73547316,-73.36269654,-71.89371966,-77.22363982,-75.65496927,-82.67454723,-78.61286351,-72.47541132,-67.61916426,-66.08993171,-71.38108407
2.5,0,-75.85689506,-66.19293812,-75.30729309,-79.82611655,-75.15054796,-72.6751065,-92.58116235,-79.15188157,-79.95529407,-80.32344963,-73.25780621,-77.70484581
2.5,0.5,-74.52413469,-66.75062778,-73.65108572,-78.84191265,-74.46456884,-74.09617337,-92.63743513,-79.10296071,-79.47926943,-79.61426928,-73.38375206,-76.37111965
1,5,-69.82017924,-67.9881717,-67.3408781,-68.2140393,-79.98931726,-77.15137942,-86.80499475,-80.25936226,-75.57879538,-81.50632525,-77.2380382,-75.85071189
1,5.5,-69.16704177,-67.36029941,-65.68230161,-67.2140393,-78.41969106,-76.72103623,-85.800136,-79.46369577,-75.00649735,-80.83747373,-78.23766838,-76.23983942
13,16,-81.04788484,-81.81346508,-79.0436914,-69.90684952,-74.77790855,-77.96028921,-67.59330301,-63.28074392,-70.26336988,-79.07415,-72.45640054,-81.28053438
13,16.5,-81.31843773,-82.87227643,-78.02585488,-69.54828571,-76.3247004,-76.98320187,-71.14842608,-61.37290396,-73.55783268,-79.93796304,-72.03089737,-81.61368393
5,11,-64.57971437,-72.02890969,-72.2527295,-66.95800501,-66.936,-69.79707636,-87.91828307,-80.17678107,-84.83301599,-81.02182712,-74.20276009,-79.02262069
5,11.5,-65.89709277,-73.36894067,-72.24822148,-68.51649304,-67.25956123,-68.87689774,-85.67563817,-79.44927194,-83.058862,-81.37850759,-74.90716877,-77.68606897
13.5,14,-74.47101211,-81.85847427,-75.9399182,-74.08039225,-75.58704972,-72.16476385,-64.42192771,-63.45891642,-67.72181399,-76.55428588,-65.68549269,-80.93682684
13.5,14.5,-78.07360708,-78.20961145,-80.81325811,-71.77882395,-75.60709395,-79.08305801,-63.24480567,-68.32650473,-64.5337904,-75.79403429,-70.64941634,-79.62493677
5.5,10,-63.42189688,-69.39219698,-70.7733971,-64.35532775,-68.71235614,-70.15599061,-84.97709804,-75.60023261,-81.09266323,-80.60420697,-73.29700654,-76.87776207
5.5,10.5,-63.54302827,-70.08427619,-71.45885465,-65.09144678,-67.86968876,-70.39653858,-86.613716,-77.60023261,-83.04740555,-80.47345878,-73.52202801,-77.78312386
0,18,-73.10970811,-70.71215236,-73.22130817,-81.77765572,-71.35195861,-74.06423074,-74.64572582,-84.45318271,-82.58851063,-84.00521122,-71.44595667,-79.3352734
6.5,11,-67.02463945,-72.75161663,-72.04413871,-60.28365838,-67.99871641,-67.97107025,-84.25527795,-75.3632466,-79.76486827,-77.07872699,-72.17736278,-80.19727476
6.5,11.5,-69.59951972,-75.23693772,-71.31602176,-62.86562276,-69.71238974,-65.22958595,-78.90259888,-73.08874273,-75.44960277,-78.12841213,-73.96901005,-76.9281617
9.5,16,-73.8318492,-81.33623737,-79.90733622,-69.37844416,-70.33322445,-66.48625089,-75.43075363,-68.82717723,-75.52423198,-79.83229313,-74.93072876,-81.58728699
9.5,16.5,-78.05678179,-80.30204795,-81.07312109,-72.58040221,-74.02569538,-68.5995138,-73.54816255,-73.26547539,-74.27618333,-79.96892554,-74.37379419,-81.19038173
1,18,-53.86151524,-71.49333817,-74.03692084,-79.89754022,-72.59732728,-79.19857773,-79.35850156,-76.57592031,-76.95287365,-89.21231757,-66.35008929,-79.28182121
1.5,17,-77.48975981,-72.67612132,-74.26193936,-79.18802095,-70.96454875,-72.40276092,-77.21781115,-80.3374756,-79.49860735,-85.49369047,-72.022322,-78.4930172
1.5,17.5,-78.08915642,-73.33390797,-74.55660593,-78.99769187,-71.01300659,-71.95711486,-77.77630601,-80.09544905,-78.97949438,-85.56100949,-71.2216404,-78.65654235
19,8,-79.14545169,-78.72056079,-78.1602509,-79.84204889,-76.56645938,-80.37232315,-76.87939202,-75.49216161,-73.61644225,-73.14567293,-65.94781635,-73.2621214
19,8.5,-75.83721708,-78.038591,-75.96418689,-82.69065112,-75.14358149,-79.05455881,-75.02878074,-73.82289665,-72.16535601,-73.37617689,-67.85010941,-76.97582965
20,9,-76.78147361,-79.12075529,-75.34430164,-83.13280811,-75.63479173,-78.85485103,-75.95892874,-77.11446531,-73.92066949,-76.03357468,-71.18734452,-80.8082631
20,9.5,-75.63948932,-79.94688827,-76.41676901,-82.4904894,-77.31664349,-79.02393124,-76.85745465,-77.74019944,-74.31850561,-76.68527544,-72.03328403,-81.12325711
12,5,-73.55167052,-72.93363147,-71.75483206,-74.94326787,-75.91030447,-78.17476453,-82.97975915,-78.33614694,-71.85461222,-61.1995215,-64.91607829,-69.7451587
12,5.5,-75.8170529,-77.98152294,-76.7414142,-77.02316913,-75.82538051,-78.70969844,-77.09054318,-77.05985133,-73.19357892,-67.3607287,-70.11420675,-75.02368849
4,1,-75.07763718,-65.9975215,-71.00521955,-76.56424412,-75.88837486,-80.56205734,-89.40455975,-78.53659382,-79.74998063,-76.72824807,-71.01009627,-80.31093235
4,1.5,-77.15828872,-61.61225336,-73.51849307,-76.37987554,-76.25325597,-76.84643354,-88.83503539,-79.00000419,-82.3077733,-77.1061987,-68.40442282,-73.37406074
16.5,10,-75.07441236,-78.97350886,-77.93179516,-78.65285878,-76.23455095,-76.20580927,-71.15483789,-71.65328831,-66.12746632,-70.03010871,-65.19628071,-72.3662112
16.5,10.5,-74.06151534,-80.32920488,-79.31044148,-77.43958187,-79.56860585,-76.73290596,-72.67687247,-72.66944852,-66.97084724,-71.39042978,-66.29488104,-73.12939098
15,15,-82.69168827,-80.04794112,-78.78672539,-70.83776669,-78.32272542,-76.38134437,-70.17155094,-66.0847226,-64.6694304,-75.88877613,-71.36749594,-80.85675653
15,15.5,-82.69168827,-80.04876734,-78.78672539,-70.83776669,-78.6541509,-76.38134437,-70.22473125,-66.0847226,-64.6694304,-75.88877613,-71.36749594,-80.85675653
13.5,4,-72.37671618,-74.59986711,-73.32493754,-78.22491981,-76.09750297,-78.58732377,-81.30313708,-78.11287983,-72.69161458,-61.18239907,-66.05674115,-70.05490215
13.5,4.5,-71.92077906,-74.59495755,-72.78778751,-78.22491981,-75.49836217,-78.59362818,-81.45567303,-78.11287983,-72.47301886,-60.18239907,-65.8121639,-70.28540064
5.5,0.5,-79.15306524,-63.34329397,-72.08045665,-77.29316214,-78.38447508,-82.28017241,-87.05100765,-78.10776305,-80.91106809,-75.47130261,-68.39209845,-82.97975709
5.5,0,-79.05165686,-65.63962381,-72.15018872,-78.95711045,-78.80822627,-83.58149171,-87.21135104,-77.12072063,-79.28014038,-75.50243206,-70.36984162,-89.09352733
17.5,11,-72.97484143,-80.21465528,-79.91992611,-78.71095333,-80.79013648,-78.52438496,-75.56018617,-73.00200794,-69.99888902,-72.86620544,-67.04244935,-74.52474174
17.5,11.5,-72.43821843,-78.25862437,-80.25482137,-78.57494007,-81.59300754,-80.0530194,-74.50983846,-73.29152877,-69.8397321,-73.26376554,-67.3553425,-75.61756683
8,12,-69.38066598,-74.46415001,-74.08658129,-57.52260808,-69.45400871,-67.14959117,-77.28650749,-68.04983001,-73.58185672,-77.59046207,-73.86359253,-80.4667113
8,12.5,-69.53927793,-75.09387089,-75.34643345,-58.80823638,-69.78294523,-67.82290104,-75.54919908,-66.94073827,-72.76710645,-79.53349449,-75.52129408,-80.53125974
0,8,-70.81893903,-73.31311985,-60.46833813,-72.06082052,-69.14568039,-73.00906567,-86.28762756,-78.5279746,-76.86657677,-82.72872242,-74.15470146,-76.08065844
0,8.5,-70.81806337,-74.6444468,-62.44748437,-72.39613946,-69.08877356,-72.70238047,-86.21669412,-78.52226253,-76.75607099,-82.05411084,-73.15193393,-76.41481708
11,17,-79.7987781,-79.80538949,-81.19860468,-71.04157106,-76.72147276,-72.79397568,-72.51946099,-68.35083349,-73.468597,-80.51395844,-73.79105603,-81.79553798
11,17.5,-81.88057868,-78.22804,-83.6824021,-73.74930263,-78.82674757,-74.78093461,-69.88826104,-71.63437629,-72.87984169,-82.7321007,-75.44135297,-84.70657979
6.5,1,-75.89854869,-61.35537342,-71.34750294,-77.99560522,-80.00752991,-78.99000377,-87.50896663,-78.11178683,-76.72931338,-74.08665092,-70.62597102,-76.44096233
6.5,1.5,-75.25681615,-60.93144986,-71.10558087,-77.75162819,-80.85112713,-78.19668834,-87.42125394,-78.3343272,-76.41731113,-73.53262002,-70.7129034,-74.7470352
9.5,6,-74.58029523,-69.30044021,-73.03205667,-72.86458004,-79.99231052,-76.53113426,-81.6203614,-77.2105922,-73.31740139,-71.65449377,-66.88282557,-69.85053873
9.5,6.5,-72.2966567,-71.02803194,-70.78686541,-70.17564823,-79.78281308,-75.02868815,-81.36996536,-74.45523296,-73.75787902,-69.88283727,-67.30491999,-69.11852744
4,14,-71.43175195,-75.31427679,-74.61067351,-78.4239885,-72.0862708,-62.67669734,-80.82472914,-76.0629067,-76.22369516,-83.9719762,-76.30163663,-75.60949597
4,14.5,-75.89347662,-77.33499948,-76.70225532,-73.89040352,-66.11948014,-65.16466739,-77.14318161,-76.62067,-75.6986289,-81.88677757,-74.02939343,-82.79445746
12.5,17,-82.11216566,-84.9500359,-75.72926106,-68.68716808,-78.58324819,-75.1863935,-77.40913674,-58.07506674,-78.75499958,-81.31963271,-71.17129547,-82.3749675
