x,y,sensor10_0,sensor11_0,sensor12_0,sensor20_0,sensor21_0,sensor22_0,sensor30_0,sensor31_0,sensor32_0,sensor40_0,sensor41_0,sensor42_0
9,10,-68.21394254,-72.31650346,-72.27899861,-64.9297279,-71.3439881,-67.7268477,-76.11525312,-72.22056324,-71.68788136,-75.95417801,-69.35052053,-75.97534542
9,10.5,-70.13511876,-76.14070151,-71.71840824,-63.51276759,-71.06565623,-66.78172085,-75.48714858,-71.17535443,-71.99538578,-74.79502029,-68.32807136,-73.77219923
17.5,13,-79.35946575,-76.34006817,-77.65012661,-75.45142104,-82.46807812,-79.85082835,-70.29720479,-71.45145897,-70.20800375,-74.78017694,-74.04260603,-76.99810093
17.5,13.5,-78.89237189,-76.33924081,-77.89626784,-75.45142104,-82.46807812,-79.87775648,-69.84992742,-71.57468879,-69.82041113,-74.34182105,-73.55855725,-77.0987539
6,4,-65.72605112,-65.42660265,-74.39929099,-78.0304958,-77.25375288,-78.09615142,-80.72933299,-78.00254627,-77.20701783,-76.50334341,-68.59302452,-74.96250157
6,4.5,-65.84191416,-65.45543256,-74.41658762,-78.04678735,-76.99022287,-78.22360008,-80.822938,-77.88096162,-77.35539509,-76.96133204,-68.63108839,-75.07302787
6.5,3,-69.45682609,-61.54079254,-72.199169,-77.76002159,-78.9129483,-76.83596899,-85.18231015,-78.66125576,-75.15709222,-74.31410825,-71.22862862,-70.28525286
6.5,3.5,-71.39417216,-61.79986736,-72.84377779,-75.97129073,-80.4149376,-77.61444078,-82.43609329,-77.66335352,-79.83262997,-76.14313394,-65.45177389,-71.16566829
9.5,8,-64.40056347,-70.31888841,-70.60402046,-74.23496422,-76.97966554,-70.41463328,-74.42307891,-72.17998579,-71.17281555,-75.22202187,-67.34284809,-70.32456133
9.5,8.5,-66.84670051,-69.6832984,-71.96739023,-74.66316374,-74.82772878,-68.32803847,-78.03265913,-73.18001362,-69.82571464,-78.66202272,-69.13189235,-71.58084514
10.5,9,-66.93605839,-71.0216068,-72.58636996,-76.72306671,-74.00355094,-69.09123783,-71.74351049,-73.8502911,-68.46703467,-77.55290707,-67.00484379,-70.06816816
10.5,9.5,-67.63685311,-72.98812614,-72.58609179,-75.63337594,-74.00355094,-69.0756598,-71.74351049,-73.51613101,-68.51051397,-76.8792167,-66.68651641,-69.72570036
2.5,5,-67.86444113,-65.29869829,-61.91738143,-71.79483713,-73.00857497,-77.83535826,-83.35275558,-79.97356158,-77.33669368,-75.56272715,-74.19943964,-76.01386116
2.5,5.5,-67.68418172,-65.36270439,-60.90535957,-69.48087411,-72.66906569,-76.83402371,-82.68227228,-78.96351212,-76.05435696,-76.58015728,-76.65457018,-77.01331178
1,10.5,-73.25519033,-77.03927954,-66.53357403,-75.29051652,-71.79658002,-69.17676866,-83.64904426,-78.6577599,-79.2374499,-80.74875337,-69.46624641,-80.58609026
1,10,-73.46047715,-72.6799548,-65.55177742,-69.4929359,-75.77498269,-70.61176206,-81.92775605,-82.07689694,-79.13093511,-82.14991112,-68.16201383,-79.09359658
3.5,6,-64.8215917,-66.87674765,-62.34243443,-63.61467295,-73.41770507,-75.23970162,-84.2846714,-77.65265152,-74.61980129,-75.72697607,-78.39356206,-77.24483643
3.5,6.5,-64.8215917,-66.8724748,-61.95728502,-63.61467295,-73.26269316,-75.23970162,-84.06048587,-77.65265152,-74.61980129,-75.97882733,-78.54773908,-77.24483643
5,16,-75.51687365,-76.46850609,-77.00395753,-72.58110005,-69.98119176,-62.71554123,-76.08115156,-78.40059362,-76.11366377,-79.60183286,-71.42503771,-82.00681444
5,16.5,-73.84827069,-77.96171891,-77.17303471,-74.36321168,-70.7897562,-60.89237881,-76.53570886,-78.61733308,-76.18603367,-79.3117233,-72.77284618,-80.79151866
5.5,15,-76.11391332,-75.45991854,-75.75351162,-70.92853534,-68.81344432,-64.8284835,-75.9230399,-77.59337516,-75.87671644,-80.92582191,-71.44966929,-81.36085106
5.5,15.5,-76.60459736,-75.79155759,-77.22347745,-71.54139202,-69.14333354,-63.51145038,-76.01581656,-78.37530947,-75.87104715,-79.83143631,-70.73653132,-83.02658845
20,1,-82.32907007,-81.50453407,-74.9195228,-83.21404824,-81.4409565,-81.23769275,-82.60866064,-81.16172953,-82.77670678,-75.34680763,-74.66186538,-78.97702043
20,1.5,-79.80680998,-82.31424085,-73.61440195,-80.05317033,-79.31453131,-78.06265888,-81.82445911,-79.30267338,-81.9583458,-74.77677273,-72.36477598,-76.74613777
6.5,16.5,-71.41945402,-79.46966995,-78.40580211,-71.79355727,-71.61062319,-59.51673653,-75.67694682,-74.92524997,-74.54691621,-77.287195,-73.85028409,-76.39710377
6.5,16,-71.99130729,-79.28971639,-78.61053244,-70.81042974,-71.00339864,-60.40660754,-75.42669852,-74.16687524,-73.79271296,-77.12964912,-73.30594612,-76.16154145
16,3,-78.69701249,-74.59056793,-76.80457347,-82.45977178,-79.1703407,-78.39720073,-79.94177689,-79.7724241,-73.92825805,-73.17092056,-67.28913374,-68.67521118
16,3.5,-78.42246187,-74.99141682,-77.34994676,-81.96831775,-79.72584077,-78.15410925,-79.5301606,-79.31915347,-73.87970735,-73.2374534,-68.41578418,-68.69639327
2.5,18,-83.15630293,-74.98085877,-73.96596606,-77.58304003,-71.96041479,-73.53978739,-76.43028399,-78.18636186,-77.34582586,-85.51029713,-68.49661825,-78.77072208
17,4,-78.4573932,-76.93245293,-77.24910148,-81.00939094,-80.26920661,-76.58018101,-78.65297145,-78.96077532,-76.00123397,-73.08862011,-68.71697718,-66.82752096
17,4.5,-78.4573932,-76.93245293,-77.24910148,-81.20467264,-80.08574162,-76.58100507,-78.65297145,-79.03245309,-76.00123397,-73.08862011,-68.60679559,-66.82752096
9,0.5,-77.11078006,-68.98278897,-75.50915705,-76.69238736,-82.81904496,-75.30949447,-83.25732846,-74.28318953,-79.16757855,-69.17618492,-67.10435404,-68.43524032
9,0,-77.11078006,-68.8801421,-75.50915705,-76.69238736,-82.81904496,-75.30949447,-83.25732846,-74.28318953,-79.16757855,-69.17618492,-67.10435404,-68.43524032
17.5,3,-83.36304191,-81.37432955,-75.21646965,-81.89239945,-82.85125283,-80.4719011,-76.17971838,-79.98252415,-76.71841471,-71.40336766,-69.41157979,-70.26524781
17.5,3.5,-79.84551037,-75.90452254,-75.00260506,-82.62082041,-78.94579383,-76.82104714,-81.29514813,-80.36417389,-76.89701573,-72.57542809,-64.63082367,-65.71850528
19,13,-81.8736795,-78.6762457,-77.56079298,-76.67829873,-82.18353091,-80.33527958,-72.93547489,-71.48159814,-71.67979136,-77.67102453,-74.73856895,-77.96046532
19,13.5,-81.8736795,-78.6762457,-77.56079298,-76.77529988,-82.18353091,-80.33527958,-72.93547489,-71.48159814,-71.64590232,-77.74790491,-74.7369305,-77.96046532
20,14,-81.76401873,-80.52230691,-77.6286189,-78.73540419,-79.34931653,-80.7095303,-74.15991631,-73.88582076,-72.26407707,-78.51321655,-73.47482119,-79.87534219
20,14.5,-77.59133097,-79.37398271,-79.49205618,-76.45555849,-80.58911136,-83.33713571,-72.98735672,-71.99325535,-74.9832588,-82.63850288,-78.67784877,-79.35931072
12,10,-69.55521542,-72.57997366,-75.13517201,-76.3863628,-75.46833047,-76.85972329,-71.25957572,-74.74040732,-69.95407479,-74.22224554,-63.80492246,-76.22156922
12,10.5,-71.36885007,-75.67652629,-74.26482555,-74.52180651,-74.44791325,-75.72742928,-71.13289597,-73.434917,-70.78283871,-72.91596363,-63.19818795,-74.74475013
4,6,-64.09353693,-67.58341935,-65.92929763,-67.0823484,-74.92280435,-77.06445399,-86.98892842,-79.91525178,-77.60962414,-72.90164552,-72.68850902,-76.24856766
4,6.5,-63.8215917,-67.8044354,-63.67549477,-62.82827768,-74.01611515,-75.52048724,-85.47478866,-78.07977089,-75.0996686,-74.73732239,-77.35170864,-77.08608113
1,0,-72.6244804,-76.0620065,-75.95486723,-80.97988314,-76.8123175,-77.03407643,-93.28136829,-79.90608495,-76.82321653,-81.12839389,-70.53347949,-80.3128305
1,0.5,-72.6244804,-76.14673986,-75.95486723,-80.97988314,-76.8123175,-77.03407643,-93.28136829,-79.90608495,-76.82321653,-81.12839389,-70.53347949,-80.3128305
13,11.5,-71.84250566,-75.81058027,-76.46644504,-76.1108647,-75.40481012,-78.67938981,-68.25957572,-71.61892852,-70.62478771,-73.12820997,-61.83819862,-80.37328183
13,11,-71.84279678,-74.22570878,-76.53159459,-76.35383697,-75.66694011,-81.17601845,-70.25957572,-74.61285947,-71.05728449,-72.1224246,-61.47840261,-80.12418402
16,16,-83.30174311,-80.45867411,-76.74147969,-73.27046633,-78.41558542,-76.32628796,-73.38199209,-68.80844068,-66.90524763,-74.82826275,-71.36777288,-80.11933983
16,16.5,-79.61107938,-83.50965611,-74.36568118,-73.56513396,-75.40465619,-80.60558917,-78.18381242,-69.72205183,-73.45765027,-82.69648034,-77.22801561,-81.43071442
16.5,15,-82.04549955,-79.80856566,-77.26237247,-73.9263793,-78.72859174,-77.24850039,-72.38831869,-70.43532065,-69.71039699,-75.39727085,-72.69808679,-79.89212086
16.5,15.5,-82.04549955,-79.80856566,-77.26237247,-73.9263793,-78.72859174,-77.24850039,-72.38831869,-70.43408328,-69.6215016,-75.39727085,-72.69808679,-79.89212086
5,6,-62.74031586,-68.48987634,-69.39580281,-66.26937862,-75.4463837,-76.96738993,-86.88047516,-79.0588618,-76.71668041,-73.21876783,-72.68205586,-76.73423649
5,6.5,-62.07441592,-69.16117353,-68.00709801,-63.60034004,-75.60256043,-76.21393576,-88.27620968,-79.08169554,-76.71668041,-72.21876783,-73.35390947,-76.76137292
13.5,9,-69.3408067,-73.50836652,-73.82082425,-73.42899278,-75.23567096,-77.30020824,-71.71017691,-75.12014526,-68.76698664,-68.48021199,-62.26141852,-76.91876606
13.5,9.5,-70.13513307,-74.30640477,-73.58755188,-73.77898614,-73.66251724,-75.3108327,-70.95141357,-73.99117032,-66.85368758,-68.81577919,-64.60286996,-74.93822084
5.5,5,-64.69422069,-66.97418146,-72.58506213,-73.05192122,-74.75316069,-78.48947377,-83.81257388,-78.84050944,-77.39929463,-75.27894889,-70.95920993,-76.67858694
5.5,5.5,-64.0741284,-67.48542854,-71.50821631,-70.38375524,-75.03176378,-77.9472356,-84.93183927,-78.91094957,-77.28413523,-74.50013302,-71.59018495,-76.7224565
17.5,16,-83.18310398,-81.59869779,-73.98441368,-76.5820935,-76.18342774,-77.19115282,-74.91211038,-72.39043628,-70.57996633,-74.68514518,-72.19776174,-78.41512366
17.5,16.5,-81.9051761,-82.66526433,-72.78180776,-77.23422707,-75.17249863,-78.57042702,-76.45601452,-73.33779779,-73.60218579,-76.78287788,-74.01053557,-78.78629984
8,17.5,-75.51305104,-84.32803181,-76.86072148,-75.34709474,-68.29071468,-63.00886918,-77.28715148,-78.07220217,-78.83258363,-78.53700466,-73.54376134,-79.97586981
8,17,-74.63360592,-82.52570953,-78.14606273,-72.14361319,-68.9666967,-62.34069161,-76.24363242,-76.07511089,-76.87215715,-77.49464478,-73.13667488,-78.05211661
0,13,-74.28030878,-71.7662549,-67.7094418,-74.60358103,-66.27816022,-65.30451184,-85.23697917,-75.94097707,-81.09705836,-76.74129833,-79.30896097,-84.74857767
0,13.5,-74.91443394,-71.22228194,-69.70862426,-74.40695339,-64.60672524,-66.53415079,-85.03279321,-75.41354941,-81.04562724,-77.04126034,-81.0396114,-82.96083622
6.5,6,-62.78090857,-68.33872045,-70.54823464,-72.59953923,-78.3324996,-74.64698593,-80.41572957,-72.91540284,-77.21735644,-73.42852898,-68.40931903,-72.62420888
6.5,6.5,-61.02935034,-70.00983619,-67.6412481,-65.60976808,-78.91585705,-73.55151098,-83.98672834,-73.39892693,-76.51474958,-71.30312172,-70.51385309,-73.03674217
9.5,11.5,-70.28810928,-77.75108026,-73.2145674,-68.39313495,-71.71258776,-67.53881271,-71.70414635,-69.53009878,-70.59800676,-76.90155958,-69.75039757,-71.36984309
9.5,11,-70.2893153,-76.87236333,-71.71718125,-66.2728235,-71.58540591,-66.58197291,-73.63702691,-71.43258372,-71.18742935,-74.83506653,-67.55409119,-71.78699687
4.5,18,-70.86677252,-80.0745969,-75.89654338,-80.32892204,-73.55566726,-57.86707976,-75.18836968,-81.31666642,-77.45614339,-79.40357152,-75.3034406,-80.20899368
1,13,-73.87970145,-73.98188541,-70.79074418,-76.00092856,-63.95686448,-65.24864471,-83.58829072,-74.94117705,-79.61235072,-78.47081147,-81.17630063,-84.12145488
1,13.5,-73.88085607,-74.52280738,-71.03477383,-76.18524388,-63.93896555,-65.25448441,-83.42842548,-74.92512272,-79.09693579,-78.97685841,-80.86961112,-84.06523485
1.5,12,-70.90195039,-73.23026557,-67.7104838,-76.53331724,-65.44626059,-69.84734931,-85.05989109,-72.23860558,-80.55977945,-76.88767209,-75.43409842,-81.72122232
1.5,12.5,-73.98219859,-79.95370292,-72.50898154,-76.78795363,-67.8047769,-65.90013021,-80.69874746,-78.35763441,-76.26384899,-83.79649266,-75.65762256,-81.83799158
19,3,-85.18625827,-80.87837786,-74.08941419,-82.72738383,-82.50440953,-81.0542933,-77.37901164,-79.44433604,-78.80225778,-71.86582905,-69.76420488,-70.59437149
19,3.5,-80.00869365,-78.91103533,-74.34899125,-81.02511057,-79.98610108,-77.45633398,-81.59725046,-80.28858336,-80.20891565,-72.74067172,-67.94053724,-70.09999067
5.5,18,-68.42905161,-81.30634507,-76.78756321,-79.92963504,-74.7444565,-56.47722206,-75.1298377,-79.22119434,-76.84426317,-78.13212474,-76.64721907,-76.60212505
20,4,-82.33793103,-77.02145978,-75.47594538,-83.07112207,-80.41813148,-78.58382332,-81.04589975,-77.79009042,-79.38981192,-73.39092673,-71.55065995,-69.70710572
20,4.5,-82.55787929,-77.02145978,-75.47594538,-83.07918174,-80.4227114,-78.89241595,-81.04589975,-77.5848003,-79.40649518,-73.39580927,-71.57363588,-69.80333035
12,0,-76.53796605,-74.93877307,-72.65812852,-80.8214843,-80.98901169,-77.20850804,-80.90127695,-78.54255198,-76.32075152,-64.60187172,-67.49385065,-63.64012507
12,0.5,-76.32575004,-75.12442247,-72.12319376,-80.8214843,-80.84242094,-77.20850804,-80.71191285,-78.54050786,-75.82497186,-64.44059083,-67.83894347,-63.57625446
20.5,3,-81.12095829,-80.24485701,-73.5978124,-81.07790488,-81.32761585,-79.89382846,-82.56700479,-79.11751293,-82.05282524,-73.5540372,-72.88220802,-75.76790496
20.5,3.5,-81.99160779,-78.87119432,-74.49854354,-81.80881278,-80.91924293,-79.71950753,-81.77625845,-78.37157686,-81.02882633,-73.76975489,-73.01246656,-73.8753924
16.5,5,-79.43684291,-78.69149893,-80.29406191,-79.50314101,-80.64783846,-78.35561719,-77.20879752,-78.01789752,-73.3603325,-73.13188225,-62.40061993,-70.56352151
16.5,5.5,-77.89285856,-79.02848536,-78.08842178,-80.85454389,-78.41846793,-78.86806135,-76.4968776,-76.25005614,-71.42938313,-69.49186382,-64.24995217,-71.58481101
15,10.5,-74.432588,-78.60317229,-77.78112684,-76.19738731,-77.23791667,-76.2020659,-70.09729401,-72.87042745,-65.36695579,-70.04745738,-64.31240571,-73.88097569
15,10,-73.08787951,-77.94242726,-76.54505552,-74.84810753,-76.28413663,-74.55463387,-70.09758865,-72.81818216,-65.03641114,-69.11771892,-64.94926783,-73.27493971
7,6,-61.94985347,-69.19606474,-69.55370869,-71.27607281,-79.44627316,-73.63551098,-80.33401097,-71.82606777,-77.01653368,-72.47909873,-68.31827847,-71.64456861
7,6.5,-60.78427123,-70.03350324,-67.63606781,-66.74201447,-79.79598463,-72.88820124,-82.36839714,-71.44703783,-76.47699051,-71.16316216,-69.41751943,-71.71148439
18,15.5,-80.13009769,-80.61120679,-75.0677078,-78.47085433,-76.14577657,-79.70030406,-72.70767239,-76.78628153,-77.39916211,-75.33029485,-75.67177487,-78.77614132
18,15,-78.9478364,-79.38514993,-76.69401819,-78.12386066,-77.30156426,-80.58256306,-70.96246321,-77.69705514,-79.1868306,-75.66258151,-77.13464316,-79.21838076
17.5,6,-82.40769101,-80.56696138,-79.22286427,-78.8575998,-78.49001828,-78.60387062,-78.8628899,-79.09474171,-74.06545171,-71.87162471,-51.02018256,-69.71616303
17.5,6.5,-82.30922701,-81.78646571,-81.19665272,-78.02786743,-78.02584287,-79.68111455,-77.50094686,-78.05683468,-71.59159574,-70.87257649,-46.73959682,-72.57240361
8,7,-61.96710385,-69.76654124,-67.98878871,-68.90748899,-79.85955376,-70.25563409,-81.45894826,-68.93172387,-75.80025213,-72.49773703,-68.75403745,-70.60845839
8,7.5,-63.32470953,-69.4315596,-69.00544628,-69.32046509,-78.39689143,-69.25563409,-83.56564539,-69.60185327,-74.90585286,-74.7315897,-69.83733933,-71.44953978
0,3,-70.31386663,-73.40896297,-69.46596032,-73.77394471,-77.97247685,-78.5372552,-89.67428811,-79.00171184,-78.76147709,-82.25592824,-72.15356211,-81.86824418
0,3.5,-70.62877516,-71.97222807,-69.89624275,-72.60943353,-80.06693037,-78.46052468,-89.83907334,-79.5603764,-77.93246862,-82.1699217,-73.34632578,-79.44143737
19,16,-80.44132063,-81.50658628,-75.20329819,-78.22755253,-76.52035528,-80.47116507,-75.12806317,-74.12755339,-74.54840028,-78.38671739,-75.21640851,-78.74792132
19,16.5,-80.74190975,-81.24441325,-74.34408528,-76.26502687,-74.65847478,-78.23549786,-74.44569287,-74.22307206,-74.30416124,-76.24454783,-73.32283921,-79.48344817
11,12.5,-74.71217701,-74.58270461,-76.03210382,-70.1392257,-75.8388633,-72.84356007,-70.04047974,-68.76340013,-71.52101512,-79.57837608,-64.97697401,-74.51171088
11,12,-70.84265213,-79.88524006,-72.89433208,-72.95999318,-73.21207312,-68.1630498,-67.49642346,-68.38210258,-69.60572295,-75.46443115,-65.23651228,-72.44746485
19.5,15,-77.77836737,-79.87816405,-78.48910885,-77.4366795,-78.14529099,-82.70648239,-73.11176097,-74.52860274,-76.81102305,-80.96979605,-78.21809287,-79.62496556
19.5,15.5,-77.77836737,-79.87816405,-78.66468857,-77.4366795,-78.16429981,-82.78275622,-73.11176097,-74.07483655,-76.81102305,-80.97097733,-78.22008015,-79.62496556
9.5,1.5,-75.43545672,-71.61015274,-73.94418274,-77.26655992,-81.30097298,-73.94739469,-79.64652934,-73.07490795,-80.3738359,-66.58304046,-65.97118797,-67.44934199
9.5,1,-77.10219617,-66.44511006,-73.67492279,-79.17635004,-84.78095925,-75.72066543,-84.22939575,-79.68442698,-77.03715872,-68.72318758,-67.43754048,-66.12438987
4,9,-65.52578525,-65.68523912,-66.89271031,-62.83854355,-73.53302995,-73.22627463,-80.7285495,-73.85812316,-77.49700735,-81.11546941,-70.04056602,-73.65133681
4,9.5,-64.78716864,-70.33082076,-68.09086796,-68.37141718,-69.1150301,-71.49184891,-82.36124474,-69.49198834,-77.63670025,-79.12703615,-71.58149346,-75.96809681
20.5,16,-76.35006898,-79.71792261,-79.74585658,-74.48663931,-76.88513519,-82.18891068,-73.00038163,-72.32356223,-76.20654733,-82.72235605,-77.05817068,-81.40576994
20.5,16.5,-76.68433924,-79.5038482,-78.92399775,-72.23854734,-74.66195245,-80.1636768,-72.35299237,-72.3842008,-76.19542054,-80.53505717,-74.42818082,-82.14600551
12.5,12,-71.51121017,-78.17333034,-75.93518308,-75.73000025,-74.73322139,-75.69082807,-65.54193021,-68.34233685,-70.19268763,-74.59213605,-62.33930597,-80.61146534
12.5,12.5,-71.51121017,-79.3292582,-75.93518308,-75.64879373,-74.71161898,-74.47290456,-64.38029386,-66.68335693,-69.94395321,-75.14572576,-62.55609488,-80.64581313
4.5,8,-63.73220948,-66.66998099,-65.91223834,-62.50553393,-71.74110096,-71.30056735,-80.98753022,-71.29760723,-75.42394525,-79.74418071,-74.92762849,-74.96553024
4.5,8.5,-64.25816873,-66.35588367,-67.28788714,-62.73519977,-72.87067,-71.77342148,-80.74152718,-71.83468119,-77.15773132,-80.86477856,-71.10620113,-73.64888315
3,13,-71.74997396,-79.95342722,-74.58709204,-78.71360084,-63.18693878,-66.99787883,-80.07569932,-74.27561125,-75.9226333,-83.15289375,-78.04111081,-81.23517801
3,13.5,-72.77522453,-79.10680704,-76.79886761,-80.04193791,-65.79116588,-64.57014906,-80.75663095,-75.08289454,-75.06416475,-84.24105791,-78.66458399,-81.6401894
1.5,2,-70.01808321,-71.51187967,-68.63075906,-75.88306162,-73.43415716,-78.56585136,-91.62369537,-78.26052883,-79.7809239,-79.99865652,-72.00450562,-78.85797957
1.5,2.5,-70.01808321,-71.80477846,-68.63075906,-75.88306162,-73.43498258,-78.56585136,-91.62369537,-78.26052883,-79.7809239,-79.99865652,-72.00450562,-78.93802691
16.5,18,-81.46545145,-84.1817435,-75.17747225,-70.61178352,-76.55032423,-85.57850077,-85.03653041,-70.53377535,-75.1154639,-85.22338011,-84.3503484,-82.62999924
5.5,8,-62.35086182,-67.84187878,-68.06160896,-62.22021088,-73.29402585,-71.97673374,-84.0605966,-72.56833541,-76.15392951,-77.20411458,-73.06849844,-74.98241989
5.5,8.5,-62.6704645,-67.17991794,-68.34595372,-62.21098394,-72.36291408,-70.69038905,-82.56157847,-70.5837779,-76.02754013,-78.86574618,-72.59530387,-74.30914829
0,16.5,-75.86901106,-72.57172922,-74.64367405,-76.99376758,-67.16422764,-72.54649757,-78.89077418,-80.80618982,-81.33133117,-84.24678473,-76.01657503,-76.58072683
0,16,-76.66359476,-73.12810006,-74.98362148,-75.8463789,-66.45646711,-71.9935665,-79.89087027,-79.95715034,-81.1433893,-83.30849973,-76.9833936,-75.91924802
0.5,15.5,-77.31469641,-73.70681199,-75.32356824,-74.8267612,-65.44598423,-71.693173,-80.89087027,-79.18600073,-80.61856772,-82.36678299,-77.81825623,-75.37429083
0.5,15,-77.07209845,-73.36943962,-74.05896628,-74.30835402,-64.29742414,-69.73333333,-82.52115409,-77.87119764,-81.05689354,-80.33728972,-79.85517499,-77.14094508
15,0,-78.77495664,-77.32860687,-72.1894799,-77.22236943,-76.2093007,-78.01716749,-77.01491681,-78.19545044,-75.90060126,-73.0534085,-66.59650794,-66.78468399
15,0.5,-78.92999414,-77.21469513,-72.44732488,-77.19560821,-76.03118014,-78.08113736,-76.80284789,-78.19545044,-76.23499765,-73.72128499,-66.59650794,-67.44376233
1.5,15.5,-75.53920845,-73.33522418,-77.54313156,-78.69116291,-70.26251079,-65.83525738,-84.02410246,-76.22883812,-77.39967477,-83.05531359,-76.23959181,-78.0832923
1.5,15,-75.54993349,-73.33936412,-77.54313156,-78.4497337,-70.21010968,-65.9081657,-83.91304072,-76.22883812,-77.47507588,-83.05531359,-76.23959181,-77.82226335
18,5,-80.76845842,-78.52712047,-76.74881336,-80.65341046,-78.97553432,-76.87912503,-79.87801418,-79.87173959,-76.50013725,-72.1424358,-59.6876689,-66.7257136
18,5.5,-81.62392833,-79.50453576,-77.79163946,-80.01224222,-78.82580661,-77.45376693,-79.42704516,-79.36214455,-75.63268246,-72.14625604,-55.29909474,-68.36900522
19,6,-83.55956031,-79.79333531,-78.83152991,-80.23562622,-79.29702983,-79.61955892,-79.18950938,-77.7872953,-75.43385065,-72.55864614,-56.08334196,-71.68371075
19,6.5,-85.01450647,-81.62167913,-80.88455253,-76.74079459,-79.11525847,-80.3672473,-80.00153342,-81.39774711,-75.89586487,-74.30826195,-55.38590926,-72.92895556
11,2,-75.21520456,-74.36951725,-72.87805912,-78.74863032,-80.56134877,-73.62584295,-78.86633597,-77.26912268,-80.35865722,-63.29047449,-65.42786203,-65.15343541
11,2.5,-75.21520456,-74.36951725,-72.87805912,-78.74863032,-80.56134877,-73.62584295,-78.86633597,-77.26912268,-80.35865722,-63.29047449,-65.42786203,-65.15316061
19.5,5,-83.39253374,-78.18885181,-77.10873678,-81.62104587,-80.09051922,-79.74976917,-79.90935474,-77.43957125,-77.67158996,-73.2416822,-63.90643113,-71.67922811
19.5,5.5,-83.57900535,-79.43812852,-77.83906276,-78.24669062,-80.02750172,-78.98558272,-81.39455493,-81.97156677,-79.17248821,-75.1879313,-67.25207409,-69.72714252
11.5,1,-77.36563475,-72.69842711,-74.45902552,-79.30707511,-81.61474253,-75.33096471,-82.08781242,-81.03678745,-79.22080175,-64.09392074,-65.74041749,-64.80672895
11.5,1.5,-75.07754459,-75.97749213,-72.17602819,-79.85465478,-80.59650539,-75.2650686,-78.49014694,-76.50857981,-78.00396386,-63.63022593,-66.84049579,-64.43035902
20.5,6,-85.7895938,-79.7919911,-78.71861111,-77.68586832,-80.44710333,-80.75994376,-81.81478227,-81.81924125,-80.02446523,-76.3829771,-69.94639512,-73.39294072
20.5,6.5,-86.31569259,-80.45328142,-79.71861111,-75.96568047,-80.43539791,-81.10489216,-81.80838672,-83.3902027,-80.03364964,-77.0487658,-69.24502762,-73.7217786
12.5,2,-74.17881997,-75.50086065,-71.98873317,-78.68790031,-75.81983293,-74.74306913,-81.45823465,-80.76581964,-77.64965672,-61.63265926,-68.09510046,-62.94324525
12.5,2.5,-73.38979478,-74.56631982,-72.26406495,-77.68762905,-75.03020319,-74.68119189,-82.41164601,-81.27426346,-77.62780269,-60.44525449,-66.4856266,-64.65922656
3,3,-69.7041214,-66.9810911,-66.38680734,-75.24918963,-73.04658259,-78.30812247,-89.20238859,-80.28282187,-79.19390661,-76.76284683,-72.42133695,-74.15073457
3,3.5,-69.27225043,-66.19399947,-65.73192919,-75.45973325,-72.83386481,-78.48672429,-87.87219079,-80.43197204,-79.07761062,-75.8822722,-72.25222147,-74.60903409
14,12,-72.40159387,-73.52551419,-78.53598128,-75.89122822,-78.00205086,-80.31792481,-67.92420987,-74.53255028,-67.22593739,-71.15443218,-63.59053064,-78.61040141
14,12.5,-72.43648426,-81.66155093,-76.39976254,-75.52986586,-75.23245614,-71.85054568,-64.05263429,-65.83564366,-67.12739112,-74.15707261,-64.60675345,-77.73682511
15,13,-72.53396393,-75.05753408,-79.58115887,-75.15316086,-79.01848809,-77.20832841,-63.52351916,-71.60911136,-63.66755659,-71.8492813,-65.63978785,-78.07238213
15,13.5,-72.53396393,-75.44859008,-79.58115887,-75.15316086,-79.01479047,-77.20771573,-63.52351916,-70.90710026,-63.83264633,-71.94618613,-65.63978785,-78.09991333
7,9,-66.0662893,-68.3973832,-70.33282773,-67.48464515,-73.51739355,-67.4905665,-86.26558681,-70.36986538,-74.09627784,-80.37056955,-72.26689973,-73.70560025
7,9.5,-66.30666353,-69.41607757,-71.56265084,-69.0111743,-71.85282751,-68.06762855,-88.86022046,-73.92462565,-76.79789605,-80.34610111,-72.64347063,-75.37576868
15.5,12,-74.22211898,-77.02809451,-79.70672547,-75.93547809,-79.08508841,-76.32185582,-67.09373045,-73.03766444,-62.73061863,-69.93339951,-65.9273007,-74.0572942
15.5,12.5,-73.87520923,-75.54964979,-80.34547364,-75.68825061,-79.76604766,-77.77174387,-66.06096647,-73.30442379,-62.2972641,-70.27059531,-65.98800095,-75.51788941
18,18,-79.60137338,-79.76656977,-76.06725226,-78.125899,-77.14577657,-80.21865513,-71.62008649,-77.23212259,-78.39861566,-75.66377044,-76.67177487,-78.85017793
7.5,8,-64.94710907,-69.36193875,-69.67859093,-69.54014288,-76.95967106,-68.25563409,-85.35282366,-69.91963465,-74.40857108,-76.73574991,-70.50609481,-72.16563615
7.5,8.5,-65.96387615,-69.02695711,-70.35390497,-69.95311899,-75.70928533,-67.25563409,-87.20580287,-70.58976405,-73.5188398,-78.47294011,-71.17430008,-73.00671754
18.5,17.5,-85.39563307,-84.48213928,-69.23168997,-79.66805422,-73.35500839,-76.03821635,-78.57795826,-73.57030507,-70.25134791,-73.0235613,-70.18378243,-76.94548027
